fasta,time_sec,max_rss_kb,length,dataset,tool,beam,energy,machine,jobs
bpRNA_RFAM_24251,0.06,5420,100,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_4664,0.04,5388,95,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_14392,0.07,5364,112,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_34042,0.09,5684,132,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_43708,0.02,5320,75,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_678,0.08,5628,120,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_26446,0.08,5628,120,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_6073,0.02,5404,81,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_16047,0.0,5216,57,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_9340,0.16,6136,180,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_SRP_842,0.32,6936,275,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_17843,0.04,5540,91,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_29775,0.02,5244,76,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_36655,0.04,5516,87,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_27980,0.0,5004,54,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_16585,0.11,5792,136,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_38678,0.12,5744,148,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_30224,0.03,5344,89,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_30542,0.05,5428,101,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_20751,0.02,5172,78,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_31884,0.02,5184,76,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_37937,0.02,5192,77,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_26320,0.03,5064,81,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_9426,0.0,4824,39,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_20989,0.04,5304,91,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_29013,0.02,5180,74,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_22146,0.04,5360,88,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_54512,0.02,5236,77,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_34724,0.01,5076,68,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_15932,0.02,5300,79,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_24537,0.1,5600,138,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_12091,0.05,5296,97,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_5208,0.22,6544,215,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_22152,0.05,5432,95,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_3679,0.09,5636,124,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_34730,0.01,5308,68,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_10686,0.02,5112,79,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_28319,0.03,5216,86,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_37239,0.07,5632,112,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_31890,0.01,5100,63,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_39214,0.14,6172,191,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_11598,0.02,5288,78,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_26334,0.03,5200,87,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_50760,0.02,5352,71,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_9432,0.0,4772,42,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_31648,0.13,5856,169,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_28803,0.02,5128,77,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_26452,0.03,5280,86,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_9354,0.14,6216,173,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_27994,0.01,5156,73,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_16591,0.12,5932,142,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_20023,0.01,4924,68,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_30230,0.01,5180,69,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_33739,0.03,5072,83,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_4670,0.01,5024,63,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_24245,0.04,5476,99,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_34056,0.1,5812,138,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_15098,0.04,5440,96,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_22634,0.03,5276,85,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_54260,0.02,5184,76,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_35348,0.03,5296,83,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_1720,0.02,5208,74,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_36669,0.08,5664,117,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_40927,0.11,6044,151,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_38644,0.12,5892,147,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_18594,0.03,5320,88,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_28457,0.04,5340,91,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_30218,0.01,5076,60,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_8062,0.05,5288,104,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_19852,0.05,5500,102,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_4658,0.02,5144,79,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_33711,0.03,5328,85,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_12907,0.15,6020,166,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_3137,0.17,6184,185,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_35360,0.09,5612,134,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_4880,0.0,4948,46,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_5546,0.14,5908,156,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_25173,0.0,4888,30,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_15572,0.08,5528,120,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_5220,0.2,6356,207,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_25615,0.02,5024,78,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_35406,0.56,8564,444,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_42856,10.03,34624,2990,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_34718,0.01,5104,68,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_32873,0.0,4688,27,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_28331,0.04,5160,88,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_41387,0.03,5192,80,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_26806,0.02,5160,77,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_27002,0.01,5040,68,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_38122,0.1,5736,140,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_37211,0.01,4980,70,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_21473,0.05,5428,99,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_6729,0.12,5924,150,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_41393,0.02,5048,77,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_7423,0.03,5316,84,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_38136,0.07,5676,118,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_11066,0.95,11132,720,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_PDB_296,0.0,4700,22,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_41889,0.02,5356,76,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_16709,0.07,5684,119,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_31674,0.14,6264,170,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_26308,0.15,6068,187,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_25601,0.02,5216,75,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_136,0.08,5844,121,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_5234,0.23,6596,220,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_23270,0.1,5424,134,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_3645,0.08,5508,126,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_24279,0.03,5240,88,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_33705,0.02,5164,81,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_888,0.18,6108,186,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_12913,0.13,5844,162,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_3123,0.18,6064,181,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_35374,0.05,5580,109,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_CRW_43720,0.02,5228,74,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_650,0.06,5580,110,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_38888,0.03,5520,89,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_9368,0.21,6332,210,bprna,CapR,100,na,wisteria_20251017_1212,32
bpRNA_RFAM_21301,0.06,5368,104,bprna,CapR,100,na,wisteria_20251017_1212,32
