fasta,time_sec,max_rss_kb,length,dataset,tool,beam,energy,machine,jobs
bpRNA_RFAM_24251,0.05,5812,100,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_4664,0.03,5704,95,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_14392,0.06,5676,112,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34042,0.08,6532,132,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_43708,0.02,5124,75,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_678,0.07,6764,120,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26446,0.07,6760,120,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_6073,0.02,5160,81,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_16047,0.0,4448,57,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9340,0.17,8680,180,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_SRP_842,0.45,13660,275,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_17843,0.03,5268,91,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29775,0.01,5176,76,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_36655,0.03,5592,87,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_27980,0.0,4412,54,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_16585,0.1,6644,136,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_38678,0.12,8052,148,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30224,0.03,5172,89,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_30542,0.04,5672,101,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20751,0.02,4836,78,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_31884,0.02,4932,76,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_37937,0.02,5200,77,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_26320,0.02,5292,81,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_9426,0.0,4100,39,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_20989,0.03,5432,91,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_29013,0.01,4868,74,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22146,0.03,5624,88,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_CRW_54512,0.02,4988,77,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_34724,0.01,4824,68,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_15932,0.02,5116,79,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_24537,0.1,6720,138,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_12091,0.04,5528,97,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_5208,0.27,10252,215,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
bpRNA_RFAM_22152,0.04,5752,95,bprna,LinCapR,100,turner2004,wisteria_20251017_1212,32
